date,EQ CHINA,SX5E,SPX,EQ LAT,EQ PEXJP
2004-07-21,,,,,
2004-07-22,-0.011601431793079264,-0.017761670410530117,0.0027151058617032042,0.0,0.0
2004-07-23,-0.002557104705841362,-0.002611511542880973,-0.009709623011350588,-0.004700899629034527,-0.010870384346122308
2004-07-26,-0.006980789981722246,-0.012280058651026327,-0.00196096483152286,-0.009461294703485668,0.0005432538254122043
2004-07-27,0.0027683323477232236,0.011311780232597712,0.00992555831265518,0.01609463309111403,-0.005424070734738051
2004-07-28,0.0009067152213895202,-0.0016850903208411872,0.0005388964496773063,0.007743686234529479,-0.0015218073945525434
2004-07-29,-0.007971681611459891,0.019366236805977488,0.004573588212740232,0.007676743632468508,-0.0009501483287113199
2004-07-30,0.008972113875687748,0.0008978477412138197,0.001172269022109429,0.006968641114982521,0.010206845460729141
2004-08-02,-0.0061458993459519995,-0.008746162754361131,0.004447591039465459,-0.001048325611401113,0.004365321651367715
2004-08-03,-0.004351499749663756,0.006004613798372471,-0.0062623122661797925,-0.00018346604043573134,0.006193094299700164
2004-08-04,-0.004968187796569268,-0.010385444892993312,-0.0009639080104392184,-0.008881385789782814,-0.0032076914863248263
2004-08-05,0.017474077533862653,0.0018552460995127085,-0.016320326224479653,-0.0126490409538621,0.0018811827075477794
2004-08-06,-0.007699186379803269,-0.02624513806772133,-0.015480706949199563,0.0017026447248016385,0.009030396990522105
2004-08-09,-0.013233470883218246,-0.008462278705301807,0.0011748451554085548,-0.0011980621344974685,-0.0017759675103367067
2004-08-10,-0.012092634247742984,0.008819496865034804,0.012973845778336823,0.015023727593729497,-0.0033974017702451675
2004-08-11,-0.020013856988287948,-0.009532644631254361,-0.003002669039145922,-0.0079103055549401,-0.003818191896477252
2004-08-12,0.005486507453030587,-0.0021777255294954667,-0.011684327941996586,0.002434448563898739,-0.0019022296509979553
2004-08-13,-0.00608939720554269,-0.0033838071693449434,0.0014766325254178536,-0.0013368090368290897,0.00013390722142503364
2004-08-16,-0.012052804794374539,0.009577370893474546,0.013655146506386107,0.013839621027895044,-0.0018613344117341946
2004-08-17,0.0013713424736545576,0.004806603320856029,0.0021957863138586386,0.013533338223428393,-0.00047961525658324344
2004-08-18,0.009426578386167561,0.003858982833257585,0.012443261132836003,0.015675773475664956,0.0003155147820865789
2004-08-19,0.02210469110882518,0.0012712332103967938,-0.0035976149821489445,0.009085014357885557,0.016512208103981907
2004-08-20,-0.0026812553288051433,-0.0021857217253137273,0.006524747303501499,0.006348152751101344,0.0017087589518607338
2004-08-23,-0.003673789572492314,0.014244026575642943,-0.002430919105931517,-0.009234115707118407,0.0028222792270999886
2004-08-24,0.01266154191609603,-0.001205701729674935,0.00046546436915884115,0.002939114299676193,-0.00723426025532814
2004-08-25,0.014830072673678085,0.002079619726678583,0.008000437880294475,0.005345516686203311,0.0013120878456045482
2004-08-26,0.007095152776835034,0.009006743799419903,0.00011765131769458925,-0.00869559109650142,-0.001371867914420899
2004-08-27,-0.0025250333747555143,0.0058988273012308134,0.0024251418436507244,0.0030821990604608107,0.005505274064438348
2004-08-30,0.01217953405114125,-0.0027657300898862314,-0.007781398665787975,0.0011090076853526032,-0.003844573086376646
2004-08-31,-0.0017163841993894646,-0.009736564023655525,0.0046308511122230556,0.0059975304286470354,0.008575270107525235
2004-09-01,0.015228528690548027,0.007817911554259371,0.0015123523871622968,0.001199368753287855,0.006806165975693945
2004-09-02,-0.00040962677046285645,0.007240857906058329,0.011212485645305525,0.005926610903282725,-0.004929899505894619
2004-09-03,-0.003948109528898569,0.010427270983637937,-0.004184886122810205,-0.00740291938269555,-0.00868314371649015
2004-09-06,0.011671067822506265,0.0032707534049054576,0.0,0.008377242526082629,0.0053202401188425785
2004-09-07,0.005293910569637461,0.0012880268084223268,0.006887386295268527,0.0012941561197579166,0.007005411519724447
2004-09-08,-0.0050922803168886865,-0.0018060052399587745,-0.004485864621421531,0.0034883155327325444,-0.0012535847097767672
2004-09-09,-0.015219797738076912,-0.005904709205813097,0.0018902236914009052,-0.00035315869289731516,-0.007278532748338451
2004-09-10,0.0018707176753263166,0.005536960677325675,0.004953593590729444,-0.0003671377112774987,0.013891876494957822
2004-09-13,0.006066437613184039,0.012742820100077878,0.0016905117801977454,0.0006306000401921086,0.0029347964107340196
2004-09-14,0.006250011278351453,-0.0033011489292841256,0.0022294860634914926,0.01232011523705312,0.012115780161392475
2004-09-15,-0.001256226210384348,-0.0028574830336944856,-0.007054673721340388,0.0015734349453062624,-0.00820861526722172
2004-09-16,0.025492797914250076,0.0007670737222975621,0.002793719931808436,0.01277261333132973,0.005659420499305012
2004-09-17,0.01055821067219731,0.008232491042601486,0.004494882064975503,0.01234850988352898,-0.001032078569659367
2004-09-20,0.020241722465323075,-0.00449681565207416,-0.0056266891143501585,0.004270258747035349,0.0023822489497233867
2004-09-21,0.006216543937829444,0.005248370015489501,0.006326857957583254,0.003708150634498475,0.003067540691360282
2004-09-22,-0.012559652653831188,-0.011104860123196336,-0.013937837598512415,-0.0075871731831760325,0.006452935401449755
2004-09-23,0.006466102955126951,-0.008780003478664256,-0.004669707963648184,0.004681672882258958,0.005474356336657937
2004-09-24,-0.0198188283964581,0.0016852803012301631,0.001578909379623905,0.002034958869967962,-0.009250595353160751
2004-09-27,-0.0010854800368699236,-0.005459734458369558,-0.005936348650133705,-0.009155255672421703,0.0005983173427446253
2004-09-28,-0.004180994297855789,0.0031521779017285034,0.0059264897781643455,0.020302297945068215,0.003781199694641302
2004-09-29,-6.967099613786054e-06,0.004634761073859961,0.004270039457326735,0.00636667604546326,0.0030090182716226987
2004-09-30,0.021249801871724427,-0.00730421357724409,-0.000197344815213496,0.0013524057217164653,0.014328254879750535
2004-10-01,9.551049506839604e-05,0.025595128929317923,0.01518060614760719,0.022446885876058253,-0.0014244688711655407
2004-10-04,0.027199132301804818,0.00979228062144144,0.0032434821034026395,0.015006509383037603,0.00791924123375809
2004-10-05,-0.001301616395053773,0.0023588079873628764,-0.0006078384735326292,0.00498661060640182,0.004808968264139457
2004-10-06,-0.006148344925724469,0.0006218817576639779,0.006672660602214275,-0.0030568093385214823,-0.0009897296094861785
2004-10-07,0.015803414092771417,0.0009675551223922163,-0.009982049822687133,-0.005176914334244942,0.0023438261818906625
2004-10-08,-0.00831311384034239,-0.006420613697779576,-0.007526643965860336,-0.0014186623144283317,0.003972128405908215
2004-10-11,0.00784149308005877,-0.0008841010928768434,0.002005097403176004,0.00010057895762471958,0.0011348277229621395
2004-10-12,-0.010988232483617355,-0.00918999406523957,-0.002267896370476641,-0.001816524717935697,-0.002731575213362203
2004-10-13,-0.01751213563929921,0.0015064184184758744,-0.007300506311060273,-0.023242194879286693,-0.007151065380669008
2004-10-14,-0.018796664210971592,-0.005816056470183684,-0.009302743231715649,-0.011327079908455051,0.0021929194701721944
2004-10-15,0.004216350627570975,-0.0009509983681733614,0.0044503258436132676,0.012813156144446447,0.0034722344426951768
2004-10-18,-0.005849714225241942,-0.0017163110849898189,0.005251759610178652,0.0010494260347790885,-0.008208627300863247
2004-10-19,0.01306643126665974,0.011760329115844348,-0.009685642986660858,-0.010791968408731312,0.0062431672732343735
2004-10-20,-0.021162195086529834,-0.011398726969609307,0.0003897646003101496,-0.004889212524705977,7.0288110967098305e-06
2004-10-21,0.0007889642749296932,0.006236323061034277,0.0025641954949893186,0.02086817896717541,0.0027713403246083512
2004-10-22,-6.802068526479133e-05,0.0008469314882666445,-0.009724443962439766,-0.0011008000000000129,0.0003464614867003668
2004-10-25,-0.014197231544209488,-0.019548996195619006,-0.000839622899801995,-0.01147503171491171,-0.0014509306175890524
2004-10-26,0.005415122532518524,0.0018285747722510681,0.014870160119107467,0.01029898824917197,0.004393199637717782
2004-10-27,0.0020475611408619088,0.017441966583557678,0.012879244705649606,0.014729656906772082,0.009624760591129045
2004-10-28,0.022703703280906762,0.011262400660172478,0.0018126888217522286,-0.007163088283640651,0.01091498981060024
2004-10-29,-0.017672171010152393,-0.002419692464893264,0.00244802384162357,0.011385706735269618,0.0003618114825274521
2004-11-01,0.001828553048142112,0.007934644985987394,0.0002742877366836982,0.0024869826918596516,0.002991685255747445
2004-11-02,0.017774912185494873,0.0074558138057816414,3.538226110344489e-05,0.004132594741932616,0.004695133093744364
2004-11-03,0.009078993501288934,0.0019333417391669272,0.011189244173190227,0.013697773329997442,0.019009487040198447
2004-11-04,-0.005690960216798491,-0.0004054979934839942,0.016156403079076398,0.009551428395137895,0.0012418174038162366
2004-11-05,0.008361022563482923,0.005343554162936526,0.0038737335043514953,-0.0017663093302692223,0.005310991546719324
2004-11-08,0.001598011213192141,-0.0008070126617504281,-0.0010976101254533965,-0.010237006287921901,-0.0047206882756883894
2004-11-09,0.007339461958898674,-0.0026283907981953236,-0.0006953446248144646,0.002412515387517855,0.0011592820243342405
2004-11-10,0.014649233820885232,0.0026981462025250647,-0.0010050855611296594,0.0068436934963314044,0.0046004372645860325
2004-11-11,0.0011264476839125681,0.010885381493110913,0.009089267441160453,0.0058778101939247485,0.004847216546954636
2004-11-12,0.007558797074035395,0.0012121504306232822,0.00910965674745201,0.013624592511348732,0.008211001971655918
2004-11-15,0.01422960187146094,-0.003195239814958062,-0.0002955656704697329,0.00077546873778922,0.008609482740933982
2004-11-16,-0.015569519177327407,-0.006607640709967555,-0.0070872260985621605,-0.007958913983661664,-0.0020535570641068146
2004-11-17,0.00894952762272938,0.015015578271697416,0.005538398713662129,0.014404650177106237,0.009564845175235703
2004-11-18,0.0025437520464863805,-0.0017212823039859382,0.0013621672842951682,-0.005891341459047128,-0.0031941727569779754
2004-11-19,-0.003620300657195097,-0.00827160197586052,-0.011161336656668519,-0.00918659597591076,0.006323193636296631
2004-11-22,-0.0005838316151342005,-0.004666307188186947,0.005895722610523624,0.0030784707030184766,-0.0064403656630938055
2004-11-23,0.01592931184295865,-0.0009376367386909612,-0.00025483333899622984,0.001969491013442015,0.011777288617697224
2004-11-24,0.008509551562052131,-1.3903951503024814e-05,0.004095365948986407,0.007766006837462536,0.006170488410539798
2004-11-25,-0.004977762913237593,0.009496530915865886,0.0,0.012396867278133827,0.008374048049017535
2004-11-26,-0.002110386752181226,-0.0017939782932070436,0.0007531139994585434,0.009597484797087663,-0.002317421746090065
2004-11-29,0.008733680488444584,-0.0026906293658047753,-0.003449879507885001,-0.0004507273099774167,0.0022589691188807937
2004-11-30,0.001127376892907872,-0.005105234941113479,-0.004030307915524722,0.009551529064524056,-0.008489830189940206
2004-12-01,0.0023340123331783147,0.01280076762886817,0.0149511850198496,0.012854648498453969,-0.004205263545983606
2004-12-02,0.010020251255007384,0.004640928734969352,-0.0008729445931994206,-0.008831362217576855,0.009723945346021168
2004-12-03,-0.009241514883616242,-0.00517300878454785,0.0007056866583217136,0.00984034715681581,-0.000683411677476542
2004-12-06,0.0027569061210916956,-0.002431661051178202,-0.0007723498744932611,0.0012187725301260333,0.0012970740871971476
2004-12-07,-0.007455238564475719,0.004792546763481509,-0.011064902331443083,-0.015384703307254055,-0.005823202343129608
2004-12-08,-0.021541704785012494,-0.0020524734189272253,0.004867978387195437,-0.007092816056928353,-0.026635816023188763
2004-12-09,0.0009422986395613009,-0.008384722088695451,0.005436206998588267,-0.01507029491713674,-0.0065026816882717275
2004-12-10,-0.014510246683940742,0.0055193523590557625,-0.0010426827217382417,0.016262382260946007,1.8239692001875696e-05
2004-12-13,-0.0007904284798222472,0.008426424606399419,0.008989898989899103,0.01115478283214677,0.008442952662315095
2004-12-14,0.011510285760949923,0.0019361910648367786,0.003920979744385544,0.01358461796149868,0.00756393168624192
